,name,siteName,index,contents,engContents
2314,벨떼기,벨떼기,IS06S,언행이 배때벗은 것,arrogant talk and actions
2315,벨고,벨고,IS06S,별고(別告),untoward event
2316,벨-거,벨거,IS06S,별것,separate thing
2317,벤멩,벤멩,IS06S,변명(辯明),excuse
2318,벤리,벤리,IS06S,⇒벤(변리),interest
2319,벤,벤,IS06S," =벤리 =잇&#61948;. 변. 이자
",interest
2320,베&#59778;,베&#59778;,IS06S,⇒베슬,high position
2321,베실,베실,IS06S,⇒베슬,high position
2322,베슬,베슬,IS06S,=베실=베&#59778;. 벼슬(官,high position
2323,베설-토막,베설토막,IS06S,성난 마음을 얕잡은 말,a word belittling anger
2324,베록-&#61956;,베록&#61956;,IS06S,노루잠,broken sleep
2325,베,베,IS06S,배(倍),times as much
2326,법장률,법장률,IS06S,(律) 법칙률,rule
2327,범셋일,범셋일,IS06S,모든 일,all occurrences
2328,범셋거,범셋거,IS06S,모든 것,everything
2329,범세,범세,IS06S,무릇(凡),generally speaking
2330,벌적,벌적,IS06S,몸부림. 베정적,"action, speaking defensively"
2331,벌역,벌역,IS06S,벌로 하는 일 (罰役),punishment
2332,버리-체,버리체,IS06S,생계를 위하여 일을 버리는 것,giving up work for survival
2333,버르장-머리,버르장머리,IS06S,⇒버르장 &#58720;리,a word belittling habit
2334,버르쟁-이,버르쟁이,IS06S,⇒버르장 &#58720;리,a word belittling habit
2335,버르장-&#58720;리,버르장&#58720;리,IS06S," =버르쟁이 =버르장머리. ‘버릇’을 얕잡은 말
",a word belittling habit
2336,버금,버금,IS06S,다음,next
2337,방장,방장,IS06S,①방자(詛呪). ②방정(경망한 언행.),①curse. ②indiscreet behavior
2338,방쉬,방쉬,IS06S,①악신을 쫓기위하여 음식과 물건을 집 밖에 버리는 무속의 한가지. ②귀신에 의탁하여 소원을 이루려는 미신행위의 한가지,①throwing things out of the house to get rid of evil spirits. ②a superstitious act of trying to make a wish on a ghost
2339,방뒤,방뒤,IS06S,⇒방둥이,toy
2340,방둥이,방둥이,IS06S,=방뒤. 장난감,toy
2341,방돌락-이,방돌락이,IS06S,동그라미,circle
2342,방,방,IS06S,댁(宅). 친정 동네이름 밑에 붙여 쓰는 말. 여자를 가르킬때 씀,"house, used when talking about your own neighborhood. Used to teach a woman"
2343,발-쎄,발쎄,IS06S,발씨,skill with one`s feet
2344,발-모돔,발모돔,IS06S,모다깃매,blows from all sides
2345,반-착,반착,IS06S,반절. 반짝,half
2346,반-지기,반지기,IS06S,상반(相半),upper half
2347,반종,반종,IS06S,트기. 잡종(半種),mixed breed
2348,반제,반제,IS06S,반자(半字). 약자(略字). 시울,simplified Chinese character
2349,반작,반작,IS06S,반타작. 수나이,cold
2350,바위,바위,IS06S,=에움=테도리. 테. 선(&#32263;),"frame, line"
2351,바르칠,바르칠,IS06S,배로 고기를 잡는 일,boat fishing
2352,바르-찹이,바르찹이,IS06S,바다에서 조개. 게 따위를 잡는 일,catching shells or crabs at sea
2353,바드랑이,바드랑이,IS06S,물건을 받아 지탱하는 장대,something that supports other things
2354,바두,바두,IS06S,⇒바독,place
2355,바독,바독,IS06S,=바두. 자리. 장소,place
2356,바농-질,바농질,IS06S,바느질,sewing
2357,&#58734;-팥,&#58734;팥,IS05S,모자반을 캐는 곳,place to cut gulfweed
2358,&#58726;탈-내기,&#58726;탈내기,IS05S,⇒&#58726;탈-낙,jokingly riding a horse
2359,&#58726;탈-낙,&#58726;탈낙,IS05S," =&#58726;탈-내기. 말타는 장난
",jokingly riding a horse
2360,&#58726;로랭이,&#58726;로랭이,IS05S,⇒ &#58726;로래기,"crumbs, parts"
2361,&#58726;로래기,&#58726;로래기,IS05S,⇒말구래기,"crumbs, parts"
2362,&#58724;,&#58724;,IS05S,맏(伯. 孟. 尹. 兄),eldest
2363,&#58723;독-붙,&#58723;독붙,IS05S,모닥불,bonfire
2364,&#58723;독,&#58723;독,IS05S,⇒구둠,dust
2365,&#58720;작,&#58720;작,IS05S,⇒①&#58720;디. ②매듭,②knot
2366,&#58720;음-쎄,&#58720;음쎄,IS05S,마음씨,heart
2367,&#58720;음,&#58720;음,IS05S,⇒&#58720;슴,heart
2368,&#58720;슴,&#58720;슴,IS05S,='&#58720;음.' 마음,heart
2369,&#58720;루,&#58720;루,IS05S,마루(宗),floor
2370,&#58720;디,&#58720;디,IS05S," =&#58720;작. 마디
",part
2371,밍게,밍게,IS05S,핑계. 엄살,"excuse, exagerration of pain"
2372,밀세,밀세,IS05S,밀고(密告). 고자질,telling on something
2373,밀리,밀리,IS05S,=철리. 이묘(移墓) 면례(緬禮)에서 온것,from moving a field or grave
2374,미취,미취,IS05S,쓰다가 조금 남은 것. 없어지다가 남은 것,a little left over
2375,뭉텅어리,뭉텅어리,IS05S,뭉치,handful
2376,물천,물천,IS05S,바다에서 잡은 수산물,seafood caught at sea
2377,물-질,물질,IS05S,해녀의 잠수 작업,diving work of a woman diver
2378,물정,물정,IS05S,사물의 정세를 이해할줄 아는 마음,understanding the situation of things
2379,물릴-락,물릴락,IS05S,문답,questions and answers
2380,물고,물고,IS05S,사망신고(物故),death report
2381,물-것,물것,IS05S,갚을것,paying back something
2382,문세,문세,IS05S,문서(文書). 증서,document
2383,무장,무장,IS05S,무작정. 무한정(無限定),"no plan, no limit"
2384,무레,무레,IS05S,=본대기=테. 무리,too much
2385,무기,무기,IS05S,무게,weight
2386,몽그래기,몽그래기,IS05S,모지랑이. 뭉툭한것,something blunt
2387,몸-질,몸질,IS05S,몸을 움직이는 것,moving one`s body
2388,몸-쎄,몸쎄,IS05S,일부러 몸을 움직여 다치게 하는 것,moving oneself intentionally to hurt oneself
2389,몬지,몬지,IS05S,⇒구둠,dust
2390,목두-질,목두질,IS05S,목도질,carrying a pole on the shoulders
2391,목-돈,목돈,IS05S,큰돈(大金),big money
2392,모통이,모통이,IS05S,모퉁이,corner
2393,모욕,모욕,IS05S,목욕,bath
2394,모새,모새,IS05S,제사때에 쓰는 모래와 띠(茅沙),sand and band used during service
2395,모-매기,모매기,IS05S,모,wool
2396,모로미수,모로미수,IS05S,(須) 모름지기수,by all means
2397,모냥-상아리,모냥상아리,IS05S,"모양'을 얕잡은 말
",a word belittling shpae
2398,모냥-다리,모냥다리,IS05S,모양다리,shaped legs
2399,모냥,모냥,IS05S,모양,shape
2400,모깃-네,모깃네,IS05S,모깃불,mosquitoe fire
2401,멩함,멩함,IS05S,명함,namecard
2402,멩질,멩질,IS05S,명절,holidays
2403,멩-주멩기,멩주멩기,IS05S,명주머니,cotton pocket
2404,멩제,멩제,IS05S,맹자(孟子). 맹&#61948;ㅣ>멩&#61948;ㅣ>멩제,Confucious
2405,멩령,멩령,IS05S,명령,order
2406,멥시,멥시,IS05S,맵시,style
2407,멜-팥,멜팥,IS05S,멸치 잡는 곳 (&#39983;魚場),place to catch anchovies
2408,멜족,멜족,IS05S,멸족(滅族),extermination of a family
2409,멘-처음,멘처음,IS05S,맨처음,very beginning
2410,멘제,멘제,IS05S,면제(免除),immunity
2411,멘적,멘적,IS05S,민적(民籍). 면적(面積),area size
2412,멘,멘,IS05S,면(面),surface
2413,멕-사리,멕사리,IS05S,기운. 힘,"strength, power"
2414,메우릿-내,메우릿내,IS05S,발가락 샅에서 나는 한가지 냄새,foot odor
2415,멋내,멋내,IS05S,(&#15240;) 벗지내,looks good
2416,먹-읏,먹읏,IS05S,먹새,way of eating
2417,먹을-일,먹을일,IS05S,⇒먹슬일,four ceremonial occasions
2418,먹슬-일,먹슬일,IS05S,=먹을-일=큰-일 관혼상제 행사,four ceremonial occasions
2419,머이,머이,IS05S,재수,fortune
2420,머을,머을,IS05S,음식물 중에 들어 있는 잔돌,small stones mixed in food
2421,머력,머력,IS05S,머리(元),head
2422,매미,매미,IS05S,⇒매기,"only, last"
2423,매기,매기,IS05S,=매미. 뿐. 마지막,"only, last"
2424,맞-전,맞전,IS05S,맞돈,cash
2425,맞-&#58720;작,맞&#58720;작,IS05S,매듭,knot
2426,망이-질,망이질,IS05S,⇒마니질,shaking one`s head for fun
2427,말쩨,말쩨,IS05S,끝. 다음,"last, next"
2428,말-&#60377;,말&#60377;,IS05S,⇒말씸,words
2429,말-씸,말씸,IS05S," =말-&#60377;. 말씀
",words
2430,말-쑤,말쑤,IS05S,말씨,way of speaking
2431,말-미,말미,IS05S,귀신에게 기도하는 말,words of prayer to ghost
2432,말-말,말말,IS05S,이런말 저런말,saying this and that
2433,말구래기,말구래기,IS05S," =&#58726;로래기 =&#58726;로랭이 =&#58954;스래기 =&#58954;시래기 =악치 =우레기. 보스러기. 부스러기. 나부랭이 나부랭이
","crumbs, parts"
2434,만톡,만톡,IS05S,풀잎의 독,grass poison
2435,만서,만서,IS05S,만장(挽章),a funeral ode
2436,막-일,막일,IS05S,관혼상제들의 마지막 일,last of four ceremonial occasions
2437,막-섬,막섬,IS05S,⇒막&#58720;슴,last resolution
2438,막-&#58720;슴,막&#58720;슴,IS05S,=막-섬. 마지막 결심,last resolution
2439,막-말,막말,IS05S,⇒막담,last words
2440,막-담,막담,IS05S,=막-말. 마지막 말. 장담,last words
2441,막,막,IS05S,막내. 마지막. 뿐,"youngest, last, only"
2442,마-붙림,마붙림,IS05S,곰파이를 볕과 바람에 말리는 것,drying fungus in sun and wind
2443,마니-질,마니질,IS05S,=망이-질. 도리질,shaking one`s head for fun
2444,&#58255;,&#58255;,IS03S,⇒덜,field
2445,&#58341;름,&#58341;름,IS03D,따름,only
2446,&#58250;-살이,&#58250;살이,IS03S,⇒더살이,a farmer`s life
2447,&#58250;리,&#58250;리,IS03S,다리,leg
2448,듸,듸,IS03S,데. 바(所),bar
2449,등물-놓음,등물놓음,IS03S,목물,bathing water
2450,뜸,뜸,IS03D,틈을 만들기 위하여 사이에 넣는 것,putting something in between to make a gap
2451,들굼-날굼,들굼날굼,IS03S,들어갈 구멍과 나아갈 구멍. 피할 길,"hole going in, hole coming out, road to avoid"
2452,뜨집,뜨집,IS03D,의향(意向),will
2453,드내-기,드내기,IS03S,들이고 냄,bring in and take out
2454,드끌,드끌,IS03S,티끌,dust
2455,뒷-시세,뒷시세,IS03S,뒤처리.,things done at the end
2456,뒷-손,뒷손,IS03S,뒤처리,things done at the end
2457,뒤-컬음,뒤컬음,IS03S,뒷걸음,pacing backwards
2458,뒤-내기,뒤내기,IS03S,곡식을 몰래 내어 파는 것,selling vegetables when one is not suppose to
2459,두티,두티,IS03S,⇒두끼,thickness
2460,두린-때,두린때,IS03S,어린 때,childhood days
2461,두끼,두끼,IS03S,=두티. 두께,thickness
2462,똥-굿,똥굿,IS03D,똥덩어리,piece of faeces
2463,동&#61948;석,동&#61948;석,IS03S,돌사람(石像),stone person
2464,동아리,동아리,IS03S,떼. 같은 행동을 하기 위하여 이루어진 무리,"group, a group that has come together to do the same thing"
2465,동녕-글,동녕글,IS03S,어깨넘엇글,writing from over the shoulder
2466,동녕,동녕,IS03S,동냥,begging
2467,돗-&#61956;,돗&#61956;,IS03S,쓸데없는 잠,useless sleep
2468,돌-칠,돌칠,IS03S,돌질,throwing stones
2469,도-환셍,도환셍,IS03S,살아남,coming alive
2470,도체비,도체비,IS03S,도깨비. 도깨비불,"goblin, goblin fire"
2471,도장-밥,도장밥,IS03S,인주(印朱),stamp ink
2472,도임상,도임상,IS03S,도임할 때 드리는 상(到任床),prize given to someone at a new post
2473,도빗-짐,도빗짐,IS03S,행상보퉁이,peddling package
2474,도비,도비,IS03S,도배,putting up wallpaper
2475,도레미탐불,도레미탐불,IS03S,도루아미타불,done in vain
2476,도독,도독,IS03S,도둑,thief
2477,도,도,IS03S,어구(出入口),exit and entrance
2478,뎅침,뎅침,IS03S,당침,Chinese made needle
2479,뎁보,뎁보,IS03S,뻥(噓),bread
2480,떼-제기,떼제기,IS03D,⇒떼거지,group
2481,떼-걱지,떼걱지,IS03D,⇒떼거지,group
2482,떼-거지,떼거지,IS03D,=떼-제기=떼-걱지. 떼거지,group
2483,떼-깔,떼깔,IS03D,겉에 윤이 나는것,something shiny on the outside
2484,떼,떼,IS03D,=테. 때(垢),time
2485,데위,데위,IS03S,대우. 대접,treatment
2486,데씀-질,데씀질,IS03S,뒤집개질,turning over
2487,데서,데서,IS03S,대서(代書),writing for a person
2488,데반,데반,IS03S,팔밀이,guiding someone with their arm
2489,데답,데답,IS03S,대답(對答),answer
2490,데갑-질,데갑질,IS03S,대신 갚는 일,paying back for someone
2491,데갑,데갑,IS03S,대신 갚음,paying back for someone
2492,덤,덤,IS03S,데미. 더버기,a closed area
2493,덜2,덜2,IS03S,일의 나쁜 영향,bad effects os something
2494,덜1,덜1,IS03S," =&#58255; 들
",field
2495,던티,던티,IS03S,집이나 깃(巢) 같은 것에 변화를 주었을 때 귀신의 노여움을 받아 사람이나 동물이 죽거나 또는 병이 생겨 액을 당하는것,when people or animlals die or fall ill because a ghost comes into the house when the house is altered
2496,던데,던데,IS03S,작작궁,compatibility
2497,던덕-이,던덕이,IS03S,얽히고 뭉쳐진 것,something mixed and clumped
2498,더-살이,더살이,IS03S," =&#58250;-살이 =장남-살이. 머슴살이
",a farmer`s life
2499,더-부침,더부침,IS03S,더음,something extra for free
2500,더디-왜,더디왜,IS03S,일을 더디게 하는 일,something that makes work slow
2501,때-먹을때,때먹을때,IS03D,⇒때,mealtime
2502,때,때,IS03D,=때-먹을때 . 끼니때,mealtime
2503,대음,대음,IS03S,게으름. 명심하지 아니함,"laziness, not keeping something in ming"
2504,답도리,답도리,IS03S,잡도리,supervision
2505,담-질,담질,IS03S,담 넘기,jumping over a fence
2506,단소-육갑,단소육갑,IS03S,단수육갑(短壽). 단명 육십년(短命六十年)의 뜻함,short life of 60 years
2507,&#57992;림,&#57992;림,IS02S,=장내기. 날림. 죽치,wholesale coarse products
2508,&#57992;-내,&#57992;내,IS02S,=셍-내. 날냄새,smell of something raw
2509,&#57992;-거,&#57992;거,IS02S,=셍-거. 날것,something raw
2510,&#57992;,&#57992;,IS02S,날(刃). 인,ink
2511,&#57987;래상,&#57987;래상,IS02S,(常) 떳떳상,have a clean conscience
2512,니껍,니껍,IS02S,미끼. 고기밥,"bait, fish food"
2513,늬-찍,늬찍,IS02S,⇒너찍,"your, your turn"
2514,늬-귀,늬귀,IS02S,네모,square
2515,늬,늬,IS02S,뉘. 자손의 덕분을 보는 것,benefiting from someone else or one`s children
2516,늘-내,늘내,IS02S,생선 비린내,fishy smell
2517,는지레기,는지레기,IS02S,는지렁이,worm
2518,느-찍,느찍,IS02S,⇒너찍,"your, your turn"
2519,눈-열,눈열,IS02S,눈힘(眼力). 눈재주,"eye energy, eye talent"
2520,눈넙은-짓,눈넙은짓,IS02S,여자 음행(淫行),lewd conduct of a woman
2521,눈-물,눈물,IS02S,눈석이,thaw
2522,노중복사,노중복사,IS02S,다니다가 길에서 죽는것(路中伏死),dying on the street
2523,노랑-내,노랑내,IS02S,노린내,foul smell
2524,노념,노념,IS02S,어린애 놀이,child`s play
2525,녁,녁,IS02S,녘(方),night
2526,넹바리,넹바리,IS02S,=숫-넹바리. 숯등걸. 냉과리,charcoal cinders
2527,넷-내움살,넷내움살,IS02S,⇒넷내,smell of a newborn baby
2528,넷-내,넷내,IS02S,=넷-내움살. 냇내. 냇냄새,smell of a newborn baby
2529,네장도립,네장도립,IS02S,집안 살림도구를 뒤엎어 부수는 것,breaking things in the house
2530,네위-질,네위질,IS02S,노질,rowing
2531,네용,네용,IS02S,내용(內容),content
2532,네외,네외,IS02S,내외(內外),interior and exterior
2533,네왕,네왕,IS02S,내왕(來往),comings and goings
2534,네,네,IS02S,내(烟) 연기,smoke
2535,넘은-일,넘은일,IS02S,지난일,past occurrence
2536,넉시,넉시,IS02S,실지로 하지 아니하였으나 한 것으로 보게 된다는 뜻,did not actually do but appears to have done
2537,넉,넉,IS02S,넋,soul
2538,너-찍,너찍,IS02S,=느-찍=늬-찍. 네깃. 네 차례,"your, your turn"
2539,너부기,너부기,IS02S,⇒너베기,width
2540,너베기,너베기,IS02S,=너부기. 너비,width
2541,너러기,너러기,IS02S,넓이,area
2542,낵인-질,낵인질,IS02S,낙인질,branding something
2543,낵인,낵인,IS02S,낙인(烙印),branding something
2544,내중,내중,IS02S,나중,later
2545,내움세,내움세,IS02S,⇒내우살,smell
2546,내움살,내움살,IS02S,⇒내우살,smell
2547,내우살,내우살,IS02S,=내움살=내움세. 냄새,smell
2548,낮-도체비,낮도체비,IS02S,낮도깨비,day goblin
2549,낭-칠,낭칠,IS02S,나무에 오르는것,climbing a tree
2550,낫-돈,낫돈,IS02S,잔돈,change
2551,남체기,남체기,IS02S,⇒남제기,rest of something
2552,남죽-질,남죽질,IS02S,죽저깨질,smash something
2553,남제기,남제기,IS02S,=남체기. 남저지,rest of something
2554,날래,날래,IS02S,곡식을 볕에 말리는 것,drying crops in the sun
2555,날굼-들굼,날굼들굼,IS02S,나아갈 구멍과 들어갈 구멍. 피할길,"hole going in, hole coming out, road to avoid"
2556,나-찍,나찍,IS02S,내깃. 내차례,"your, your turn"
2557,나시,나시,IS02S,=적시=찍=찍세=찍시. 몫깃. 모가치,one`s share
2558,나무램,나무램,IS02S,나무람,blame
2559,나는-물,나는물,IS02S,=셍수. 샘. 샘물,"stream, stream water"
2560,나끔-질,나끔질,IS02S,고기 낚기,fishing
2561,나,나,IS02S,나이,age
2562,질&#57791;,질&#57791;,IS09S,길가,roadside
2563,바당&#57791;,바당&#57791;,IS06S,바닷가,seaside
2564,물&#57791;,물&#57791;,IS05S,물가,waterside
2565,갯&#57791;,갯&#57791;,IS01S,갯가,streamside
2566,&#57791;,&#57791;,IS01S,①가(邊). ②섬에서 큰물을 가르키는 것,①waterside. ②speaking of large waters from an island
2567,&#57788;,&#57788;,IS01S,⇒&#57778;,layer
2568,&#57786;,&#57786;,IS01S,틈(隙),gap
2569,&#57778;,&#57778;,IS01S,=&#57788;. 겹(重),layer
2570,&#57777;,&#57777;,IS01S,한계(限界),limit
2571,&#57773;총,&#57773;총,IS01S,⇒골총,old tomb
2572,&#57773;리,&#57773;리,IS01S,가루. 유리가루,"powder, glass powder"
2573,&#57767;슴,&#57767;슴,IS01S,가슴,breast
2574,&#57767;뭇,&#57767;뭇,IS01S,⇒그뭇,"gold, mark"
2575,&#57767;림하,&#57767;림하,IS01S,(河) 물하,water
2576,&#57767;리,&#57767;리,IS01S,⇒고비,chance
2577,&#57767;루,&#57767;루,IS01S,⇒&#57767;로,①powder. ②across
2578,&#57767;로,&#57767;로,IS01S,=&#57767;루. ①가루(粉). ②가로(橫),①powder. ②across
2579,기적,기적,IS01S,⇒그적,sign
2580,기십,기십,IS01S,뱃장,courage
2581,기신,기신,IS01S,기운. 힘,"energy, power"
2582,기수,기수,IS01S,무엇을 하고 있는 줄 알수 있는 행적,actions one can know of
2583,기벨,기벨,IS01S,기별,news
2584,기강,기강,IS01S,지위와 세력,status and power
2585,끗-댕이,끗댕이,IS01D,⇒긋갱이,end
2586,끗-갱이,끗갱이,IS01D,⇒긋갱이,end
2587,긋-댕이,긋댕이,IS01S,⇒긋갱이,end
2588,긋-갱이,긋갱이,IS01S,=긋-댕이=끗갱이=끗-댕이. 끄트머리,end
2589,긋,긋,IS01S,=끗. 끝,end
2590,끔치,끔치,IS01D,새끼,baby
2591,끔-줄,끔줄,IS01D,금줄,gold chain
2592,금지,금지,IS01S,⇒금세,price of something
2593,금세,금세,IS01S,=금지. 물건 값,price of something
2594,끌럭지,끌럭지,IS01D,⇒끌러기,bundle
2595,끌러기,끌러기,IS01D,=끌럭지. 꾸러미,bundle
2596,근척,근척,IS01S,⇒그적,sign
2597,극근-내,극근내,IS01S,누린내(焦臭),foul smell
2598,그적,그적,IS01S,=기적=인-기적=근칙. 기척,sign
2599,그실-먹,그실먹,IS01S,=지실-먹=솔네. 검탱. 거림,soot
2600,그신-태,그신태,IS01S,⇒그신새,ghost
2601,그신-새,그신새,IS01S,=그신-태. 유령(幽靈),ghost
2602,그스렝-이,그스렝이,IS01S,⇒그스렁,soot
2603,그스렁-물,그스렁물,IS01S,거림물(지리장물),soot water
2604,그스렁,그스렁,IS01S,=그스렝-이. 구재. 거림,soot
2605,신그뭇,신그뭇,IS07S,신자국,shoes print
2606,발그뭇,발그뭇,IS06S,발금. 발자국,footprint
2607,글그뭇,글그뭇,IS01S,글자 획,stroke of a letter
2608,그뭇,그뭇,IS01S," =&#57767;뭇. 금. 자국
","gold, mark"
2609,그림제,그림제,IS01S,⇒굴메,shadow
2610,그리메,그리메,IS01S,⇒굴메,shadow
2611,그르메,그르메,IS01S,⇒굴메,shadow
2612,그르,그르,IS01S,①그루. ②흔적. 헌데자리,"①tree. ②trace, tumor"
2613,그끄럭-내,그끄럭내,IS01S,누린내,foul smell
2614,귓망,귓망,IS01S,남의 과실,someone else`s fault
2615,귀설,귀설,IS01S,귓결,hearing by chance
2616,귀껏,귀껏,IS01S,⇒구껏,ghost
2617,귀,귀,IS01S,벼슬(公官),high position
2618,궷낭-질,궷낭질,IS01S,⇒궤질,high position
2619,궤-질,궤질,IS01S,=궷낭-질. 지레질,levering
2620,궐총,궐총,IS01S,⇒골총,old tomb
2621,권제,권제,IS01S,권지(勸紙),paper pocket
2622,궁퉁이,궁퉁이,IS01S,궁리하는 마음을 얕잡아 말하는것,a word belittling a mind of thinking
2623,궁작,궁작,IS01S,마음을 얕잡아 말하는 것,a word belittling heart
2624,궁상,궁상,IS01S,이상한 일,strange occurrence
2625,궁량,궁량,IS01S,궁리(窮理),thinking hard
2626,궁기,궁기,IS01S,⇒고냥. ‘굵’에서 온것,hole
2627,굽등-이,굽등이,IS01S,밑동. 밑줄기,bottom line
2628,들굼날굼,들굼날굼,IS03S,들 구멍과 날 구멍,hole coming in and going out
2629,창굼,창굼,IS10S,창 구멍,window hole
2630,굼,굼,IS01S,⇒고냥,hole
2631,굴툭,굴툭,IS01S,⇒굴투매기,being angy and aggravated
2632,굴투매기,굴투매기,IS01S,=굴툭. 성 내어 짜증 부르는 것,being angy and aggravated
2633,굴메,굴메,IS01S,=그르메=그리메=그림제 그림자,shadow
2634,굴,굴,IS01S,질그릇을 굽는 가마(窯),a stove for making unglazed earthenware
2635,구침,구침,IS01S,덥게 하는 찜질,formentation
2636,구체,구체,IS01S,=우세. 모욕. 수치,"insult, shame"
2637,구진-물,구진물,IS01S,구정물,dirty water
2638,구실,구실,IS01S,별슬(官),star
2639,구신,구신,IS01S,귀신,ghost
2640,구숭,구숭,IS01S,불평을 말하는 것,complaiing
2641,구미혈,구미혈,IS01S,(穴) 구멍혈,hole
2642,구무레기,구무레기,IS01S,남몰래 활동하는것,acting without someone knowing
2643,구린-지름,구린지름,IS01S,물고기에서 짜낸 기름,fish oil
2644,구렁-내,구렁내,IS01S,구린내,foul smell
2645,구둠,구둠,IS01S," =몬지 =&#58723;독. 먼지
",dust
2646,구덕-혼&#59773;,구덕혼&#59773;,IS01S,바구니에 눕는 어린때에 결혼하는 것,being married at a young age
2647,구늉,구늉,IS01S,잔꾀,petty guiles
2648,구녕,구녕,IS01S,⇒구녁,hole
2649,구녁,구녁,IS01S,⇒고냥,hole
2650,구기,구기,IS01S,구구(九九). 셈,calculations
2651,구관,구관,IS01S,구년(舊年)을 맡았던 신(舊官),god of the old times
2652,구껏,구껏,IS01S,=귀껏. 귀신. 잡귀,ghost
2653,헤복,헤복,IS14S,해복(解腹),marine products
2654,헛-짓,헛짓,IS14S,헛일,things in vain
2655,헛-입,헛입,IS14S,쓸데 없는 말,useless words
2656,헛-소리,헛소리,IS14S,⇒헛말,sleep talking
2657,헙헙-정,헙헙정,IS14S,헛헛증,hungriness
2658,헐리,헐리,IS14S,상처. 헌데,wound
2659,헌&#62528;매기,헌&#62528;매기,IS14S,허털뱅이,despondent person
2660,허주,허주,IS14S,나쁜 소문,bad rumor
2661,허장,허장,IS14S,담이 없는 곳,place with no fence
2662,허께,허께,IS14S,유령(幽靈),ghost
2663,항폐,항폐,IS14S,쓸데 없는 소모,waste of energy
2664,한-&#61956;,한&#61956;,IS14S,깊은 잠,deep sleep
2665,한디,한디,IS14S,헛일,useless labor
2666,하직,하직,IS14S,죽은 사람의 영에 대하여 작별의 배례를 하는 것,a salute of farewell to the soul of a dead person
2667,하외염,하외염,IS14S,=하위염. 하품,yawn
2668,하릿-권,하릿권,IS14S,할인권(割引券),discount coupon
2669,하늘-옥황,하늘옥황,IS14S,옥황상제 있는 곳. 천국,heaven
2670,하근-사름,하근사름,IS14S,⇒하간사름,many people
2671,하근-디,하근디,IS14S,⇒하간디,many places
2672,하간-사름,하간사름,IS14S,=하근-사름. 여러사람,many people
2673,하간-디,하간디,IS14S,=하근-디. 여러 가지 곳,many places
2674,필요,필요,IS13S,(必要). 이유(理由),reason
2675,피치-가죽,피치가죽,IS13S,동물의 표피(表皮),animal skin
2676,피막-소리,피막소리,IS13S,회피하는 말,avoiding words
2677,푼체-님,푼체님,IS13S,⇒부체님,Buddha
2678,푸체-님,푸체님,IS13S,⇒부체님,Buddha
2679,푸숨,푸숨,IS13S,⇒포솜,piles
2680,푸께기,푸께기,IS13S,①⇒모힌 것. ②거품(geopum). ③텡보,①⇒something sticky. ②foam. ③hollow shell of a person
2681,폿-짐,폿짐,IS13S,봇짐. 보퉁이,bundle
2682,폭,폭,IS13S,셈,calculations
2683,포싱,포싱,IS13S,⇒포승,arrest
2684,포승,포승,IS13S,=포싱. 포박(捕縛),arrest
2685,포솜,포솜,IS13S,=푸숨. 보푸라기,piles
2686,펭년,펭년,IS13S,평년(平年),normal year
2687,펜지,펜지,IS13S,편지,letter
2688,펜-싸움,펜싸움,IS13S,편싸움,fighting with sides
2689,펜론,펜론,IS13S,변론(辯論),defending statement
2690,페지,페지,IS13S,⇒쪽지,memo
2691,페,페,IS13S,⇒①쪽지. ②표(票. 標),①memo. ②table
2692,패,패,IS13S,파(派),spring onion
2693,팔&#61948;,팔&#61948;,IS13S,⇒팔제,character
2694,&#62528;래,&#62528;래,IS12S,타래,a coil
2695,&#62528;고지,&#62528;고지,IS12S," =&#62528;구지 딸꾹질
",hiccups
2696,&#62526;-살렴,&#62526;살렴,IS12S,딴 살림,different household
2697,&#62526;-거,&#62526;거,IS12S,딴 것,something different
2698,틈-바기,틈바기,IS12S,틈. 기회,"gap, chance"
2699,퉁-부체,퉁부체,IS12S,퉁부처. 퉁으로 만든 불상,brass Buddha
2700,통-괴염,통괴염,IS12S,짐승 따위를 전체로 삶는 것,boiling an animal whole
2701,토액,토액,IS12S,토악질,vomiting
2702,&#58734;테,&#58734;테,IS05S,모자반을 캐는 떼,group cutting gulfweed
2703,가마귀테,가마귀테,IS01S,가마귀 떼,group of crowed
2704,테,테,IS12S,①때(垢). ②떼(群). ③떼(筏),①time. ②crowd. ③떼group
2705,턱-사가리,턱사가리,IS12S,턱(理由),reason
2706,태전,태전,IS12S,태가(&#39364;價). (&#39364;錢),portage
2707,타발,타발,IS12S,좋다 나쁘다 말하는 것,saying something is good or bad
2708,클-삭,클삭,IS11S,기겟삯. 틀삯,paying for a machine or frame
2709,큰-집,큰집,IS11S,큰댁(伯父宅),house of eldest son
2710,쿰-갚음,쿰갚음,IS11S,품갚음,paying back
2711,일쿰,일쿰,IS08S,품삯,paying back
2712,콥재기,콥재기,IS11S,꼽자기,dirth
2713,보선코지,보선코지,IS06S,버선 앞 끝,front end of Korean sock
2714,코지,코지,IS11S,①앞으로 뾰죽 나온 것. ②곶(岬),①something that points to the front. ②cape
2715,코재비,코재비,IS11S,버선 신발 따위의 앞쪽이 뾰족하게 나온 것,front pointy end of Korean sock
2716,코,코,IS11S,①고. ②기회,opportunity
2717,&#62290;을-낙,&#62290;을낙,IS10S,⇒곱질락,hidden treasure
2718,&#62283;,&#62283;,IS10S,참(眞),TRUE
